text,first_label,second_label
Money may not be an incentive but it's very needed since you have to eat The websites that stream songs actually do pay artists above what the radio does if you factor in that the radio is reaching more than one person at a time,Rational Persuasion,Logical Appeal
You didn't actually consent to anything except drinking the alcohol in the first place. All the other ones you weren't in your right mind (because you were drunk) and thus could not consent to anything.,Rational Persuasion,Logical Appeal
"Dude, come on. Do you really not understand that, in plain English, ""you throw like a girl"" implies that girls can't throw? When you insult somebody by saying they're a member of another identity, *you are insinuating that there's something wrong with belonging to that identity*.",Rational Persuasion,Logical Appeal
"If nothing on the scale of Wal-Mart could exist, how would large projects - expensive research, building planes, etc. - be completed?",Rational Persuasion,Persuasive Inquiry
I meant culturally/ethnically but regardless you seem to be in the pro-Israel cult.,Manipulation,Othering
I feel it's even more important in a multi party system most of the time. In Germany the NPD (essentially the neonazi party) iirc has a higher voter turnout than the others so by not voting you end up helping them.,Rational Persuasion,Empirical Evidence
"There are more elections than just the Presidency. Ballots for Congressional Seats, Senate seats, and even your county commissioners will always have a bigger impact on your daily life and tax dollars. Pay attention to these races, and you will see that the range is bigger than you think.",Rational Persuasion,Empirical Evidence
"You get enough money to replace what was lost. If you owned a car worth $15,000, then you've only lost $15,000 worth of value. Why should someone pay for more than what was actually lost?",Rational Persuasion,Persuasive Inquiry
"You keep saying that it was wrong that were killed but then you continue on to what sounds like victim blaming. It's just like the ""she was asking for it because of what she was wearing. Rape is bad, but blah blah blah."" You sound like an apologist.",Manipulation,Negative Emotional Appeal
"I suggest you read through the details of that link, because at no point did that person actually use the bayonet as a weapon.",Rational Persuasion,Logical Appeal
"that's right. Since babies don't remember it, it's ok to cause them pain!",Manipulation,Negative Emotional Appeal
"Just call it theft. That is what you are advocating. You can call it what you like, but at the end of the day, you're taking something that doesn't belong to you. That's why you should change your view....because theft is immoral no matter how you frame it.",Manipulation,Negative Emotional Appeal
So then I assume you agree with me that it is absurd for congress and the justice department to determine whether their actions were seditious when it comes to unconstitutional laws they have passed.,Rational Persuasion,Others
"If he was dancing simply for his own enjoyment that would be the case, but here he is clearly trying to connect with and engage with the public. This earns the police department trust and respect, which helps the police do their jobs better.",Rational Persuasion,Logical Appeal
"I can't say how you benefitted from slavery, but I can explain how whites even today get residual benefits from that system.",Rational Persuasion,Others
The public at the very least should wait until the trial. Nancy Grace has built a career at speculating on crimes before there's much evidence let alone a trial. Everyone in America had decided their stance in the Trayvon Martin case ages before any evidence was given in court.,Rational Persuasion,Logical Appeal
